Date,SWE_in,SnowDepth_in,PrecipAccum_in,MaxTemp_F,MinTemp_F,NewSnow_in,Precip_Liquid_in,Resort
2022-02-21,16.6,37,0.1,26.4,12.0,0.0,0.1,Heavenly
2022-02-22,16.7,39,0.6,16.7,3.9,2.0,0.5,Heavenly
2022-02-23,17.3,49,0.1,17.6,1.9,10.0,0.0,Heavenly
2022-02-24,17.3,46,0.0,31.3,-0.4,0.0,0.0,Heavenly
2022-02-25,17.3,45,0.0,32.5,0.7,0.0,0.0,Heavenly
2022-02-26,17.3,44,0.0,46.6,10.6,0.0,0.0,Heavenly
2022-02-27,17.3,42,0.0,45.9,20.5,0.0,0.0,Heavenly
2022-02-28,17.3,40,0.0,52.0,21.2,0.0,0.0,Heavenly
2022-03-01,17.3,39,0.0,53.2,27.3,0.0,0.0,Heavenly
2022-03-02,17.3,38,0.0,52.2,28.8,0.0,0.0,Heavenly
2022-03-03,17.3,37,0.0,47.7,23.9,0.0,0.0,Heavenly
2022-03-04,17.3,37,0.3,34.0,11.8,0.0,0.3,Heavenly
2022-03-05,17.6,39,0.2,24.4,9.0,2.0,0.0,Heavenly
2022-03-06,17.8,41,0.0,32.9,5.0,2.0,0.0,Heavenly
2022-03-07,17.8,39,0.0,29.3,12.4,0.0,0.0,Heavenly
2022-03-08,17.8,39,0.0,39.2,19.4,0.0,0.0,Heavenly
2022-03-09,17.8,39,0.0,37.0,19.4,0.0,0.0,Heavenly
2022-03-10,17.8,38,0.1,25.2,9.1,0.0,0.1,Heavenly
2022-03-11,17.9,40,0.0,48.0,17.6,2.0,0.0,Heavenly
2022-03-12,17.9,38,0.0,46.0,23.0,0.0,0.0,Heavenly
2022-03-13,17.8,37,0.0,37.2,22.5,0.0,0.0,Heavenly
2022-03-14,17.7,37,0.1,49.1,23.0,0.0,0.1,Heavenly
2022-03-15,17.6,36,0.1,37.9,24.1,0.0,0.0,Heavenly
2022-03-16,17.2,36,0.0,42.1,19.4,0.0,0.0,Heavenly
2022-03-17,16.8,36,0.0,41.7,20.7,0.0,0.0,Heavenly
2022-03-18,16.4,36,0.0,48.9,21.7,0.0,0.0,Heavenly
2022-03-19,16.3,34,0.1,33.3,22.3,0.0,0.1,Heavenly
2022-03-20,16.2,35,0.0,41.4,14.9,1.0,0.0,Heavenly
2022-03-21,15.9,34,0.0,50.9,23.0,0.0,0.0,Heavenly
2022-03-22,15.7,32,0.0,50.7,32.2,0.0,0.0,Heavenly
2022-03-23,15.2,31,0.0,55.0,31.3,0.0,0.0,Heavenly
2022-03-24,14.3,29,0.0,57.6,30.2,0.0,0.0,Heavenly
2022-03-25,13.4,28,0.0,57.0,32.2,0.0,0.0,Heavenly
2022-03-26,12.6,27,0.0,55.6,29.8,0.0,0.0,Heavenly
2022-03-27,11.9,25,0.1,50.7,31.6,0.0,0.1,Heavenly
2022-03-28,11.4,24,0.3,36.7,26.2,0.0,0.19999999999999998,Heavenly
2022-03-29,11.3,26,0.1,44.4,26.4,2.0,0.0,Heavenly
2022-03-30,11.3,25,0.0,44.4,25.0,0.0,0.0,Heavenly
2022-03-31,11.1,24,0.0,46.0,23.0,0.0,0.0,Heavenly
2022-04-01,10.8,22,0.0,52.2,23.7,0.0,0.0,Heavenly
2022-04-02,10.4,20,0.1,51.6,28.0,0.0,0.1,Heavenly
2022-04-03,9.6,19,0.0,48.4,25.5,0.0,0.0,Heavenly
2022-04-04,9.4,18,0.0,46.6,27.5,0.0,0.0,Heavenly
2022-04-05,8.5,17,0.0,50.4,27.5,0.0,0.0,Heavenly
2022-04-06,7.8,16,0.0,58.3,27.7,0.0,0.0,Heavenly
2022-04-07,7.0,14,0.0,62.8,35.1,0.0,0.0,Heavenly
2022-04-08,6.1,12,0.0,58.5,32.9,0.0,0.0,Heavenly
2022-04-09,5.4,11,0.0,51.6,25.0,0.0,0.0,Heavenly
2022-04-10,4.5,9,0.0,44.6,19.8,0.0,0.0,Heavenly
2022-04-11,4.2,8,0.9,29.1,4.6,0.0,0.9,Heavenly
2022-04-12,5.3,14,0.0,28.8,1.4,6.0,0.0,Heavenly
2022-04-13,5.3,13,0.0,33.3,12.2,0.0,0.0,Heavenly
2022-04-14,5.3,11,0.3,33.3,22.1,0.0,0.3,Heavenly
2022-04-15,5.5,12,0.1,39.2,25.3,1.0,0.0,Heavenly
2022-04-16,5.5,11,0.6,32.4,19.0,0.0,0.5,Heavenly
2022-04-17,6.1,16,0.0,50.7,15.3,5.0,0.0,Heavenly
2022-04-18,6.1,14,0.0,46.4,23.9,0.0,0.0,Heavenly
2022-04-19,5.9,12,0.5,31.5,18.9,0.0,0.5,Heavenly
2022-04-20,6.4,16,0.1,41.2,18.0,4.0,0.0,Heavenly
2022-04-21,6.4,14,1.5,29.7,20.1,0.0,1.4,Heavenly
2022-04-22,7.9,26,0.0,34.3,15.8,12.0,0.0,Heavenly
2022-04-23,7.9,22,0.1,43.7,18.3,0.0,0.1,Heavenly
2022-04-24,7.9,19,0.0,47.8,20.5,0.0,0.0,Heavenly
2022-04-25,7.8,16,0.0,51.4,26.2,0.0,0.0,Heavenly
2022-04-26,7.1,14,0.0,50.7,28.8,0.0,0.0,Heavenly
2022-04-27,6.6,13,0.0,48.4,25.9,0.0,0.0,Heavenly
2022-04-28,5.8,12,0.0,39.0,18.9,0.0,0.0,Heavenly
2022-04-29,5.0,10,0.0,52.0,18.3,0.0,0.0,Heavenly
2022-04-30,4.3,9,0.0,48.9,28.4,0.0,0.0,Heavenly
2022-05-01,3.3,7,0.0,43.2,23.9,0.0,0.0,Heavenly
2022-05-02,2.3,5,0.0,45.9,23.4,0.0,0.0,Heavenly
2022-05-03,0.8,2,0.0,49.5,20.8,0.0,0.0,Heavenly
2022-05-04,0.0,0,0.0,59.0,27.7,0.0,0.0,Heavenly
2022-05-05,0.0,0,0.0,52.0,34.5,0.0,0.0,Heavenly
2022-05-06,0.0,0,0.0,52.9,34.2,0.0,0.0,Heavenly
2022-05-07,0.0,0,0.0,45.5,27.3,0.0,0.0,Heavenly
2022-05-08,0.0,0,0.4,28.0,13.8,0.0,0.4,Heavenly
2022-05-09,0.4,4,0.2,29.1,8.4,4.0,0.0,Heavenly
2022-05-10,0.6,4,0.3,27.0,5.7,0.0,0.09999999999999998,Heavenly
2022-05-11,0.7,6,0.0,32.9,5.7,2.0,0.0,Heavenly
2022-05-12,0.5,2,0.0,43.5,16.5,0.0,0.0,Heavenly
2022-05-13,0.0,0,0.0,54.0,26.4,0.0,0.0,Heavenly
2022-05-14,0.0,0,0.0,61.5,34.0,0.0,0.0,Heavenly
2022-05-15,0.0,0,0.0,62.1,39.9,0.0,0.0,Heavenly
2022-05-16,0.0,0,0.0,59.2,34.0,0.0,0.0,Heavenly
2022-05-17,0.0,0,0.0,60.8,30.9,0.0,0.0,Heavenly
2022-05-18,0.0,0,0.0,66.2,36.0,0.0,0.0,Heavenly
2022-05-19,0.0,0,0.0,59.9,30.0,0.0,0.0,Heavenly
2022-05-20,0.0,0,0.0,40.1,20.1,0.0,0.0,Heavenly
2022-05-21,0.0,0,0.0,51.6,30.2,0.0,0.0,Heavenly
2022-05-22,0.0,0,0.0,56.8,30.4,0.0,0.0,Heavenly
2022-05-23,0.0,0,0.0,59.0,32.5,0.0,0.0,Heavenly
2022-05-24,0.0,0,0.0,65.7,34.9,0.0,0.0,Heavenly
2022-05-25,0.0,0,0.0,69.1,40.5,0.0,0.0,Heavenly
2022-05-26,0.0,0,0.0,65.3,39.4,0.0,0.0,Heavenly
2022-05-27,0.0,0,0.0,58.6,38.1,0.0,0.0,Heavenly
2022-05-28,0.0,0,0.0,46.2,30.7,0.0,0.0,Heavenly
2022-05-29,0.0,0,0.0,46.2,28.0,0.0,0.0,Heavenly
2022-05-30,0.0,0,0.0,47.1,26.2,0.0,0.0,Heavenly
2022-05-31,0.0,0,0.0,52.7,27.9,0.0,0.0,Heavenly
2022-06-01,0.0,0,0.0,60.8,32.4,0.0,0.0,Heavenly
2022-06-02,0.0,0,0.0,61.3,37.4,0.0,0.0,Heavenly
2022-06-03,0.0,0,0.0,57.0,38.1,0.0,0.0,Heavenly
2022-06-04,0.0,0,0.1,45.9,37.9,0.0,0.1,Heavenly
2022-06-05,0.0,0,0.0,51.8,31.3,0.0,0.0,Heavenly
2022-06-06,0.0,0,0.0,61.5,31.5,0.0,0.0,Heavenly
2022-06-07,0.0,0,0.0,65.3,37.0,0.0,0.0,Heavenly
2022-06-08,0.0,0,0.0,66.6,42.4,0.0,0.0,Heavenly
2022-06-09,0.0,0,0.0,68.7,43.7,0.0,0.0,Heavenly
2022-06-10,0.0,0,0.0,73.6,45.3,0.0,0.0,Heavenly
2022-06-11,0.0,0,0.0,68.4,46.0,0.0,0.0,Heavenly
2022-06-12,0.0,0,0.4,52.9,37.8,0.0,0.4,Heavenly
2022-06-13,0.0,0,0.0,49.3,28.4,0.0,0.0,Heavenly
2022-06-14,0.0,0,0.0,58.5,27.7,0.0,0.0,Heavenly
2022-06-15,0.0,0,0.0,70.0,37.0,0.0,0.0,Heavenly
2022-06-16,0.0,0,0.0,66.0,45.5,0.0,0.0,Heavenly
2022-06-17,0.0,0,0.0,49.5,28.2,0.0,0.0,Heavenly
2022-06-18,0.0,0,0.0,40.8,27.0,0.0,0.0,Heavenly
2022-06-19,0.0,0,0.0,51.4,23.9,0.0,0.0,Heavenly
2022-06-20,0.0,0,0.0,57.6,34.9,0.0,0.0,Heavenly
2022-06-21,0.0,0,0.0,64.8,42.6,0.0,0.0,Heavenly
2022-06-22,0.0,0,0.0,67.8,47.7,0.0,0.0,Heavenly
2022-06-23,0.0,0,0.0,63.0,42.4,0.0,0.0,Heavenly
2022-06-24,0.0,0,0.0,67.6,39.9,0.0,0.0,Heavenly
2022-06-25,0.0,0,0.0,70.0,46.8,0.0,0.0,Heavenly
2022-06-26,0.0,0,0.0,72.7,49.6,0.0,0.0,Heavenly
2022-06-27,0.0,0,0.0,73.6,47.3,0.0,0.0,Heavenly
2022-06-28,0.0,0,0.0,71.6,44.4,0.0,0.0,Heavenly
2022-06-29,0.0,0,0.0,70.0,44.1,0.0,0.0,Heavenly
2022-06-30,0.0,0,0.0,68.4,43.0,0.0,0.0,Heavenly
2022-07-01,0.0,0,0.0,68.9,40.6,0.0,0.0,Heavenly
2022-07-02,0.0,0,0.0,65.1,40.3,0.0,0.0,Heavenly
2022-07-03,0.0,0,0.0,57.9,38.1,0.0,0.0,Heavenly
2022-07-04,0.0,0,0.0,59.0,38.1,0.0,0.0,Heavenly
2022-07-05,0.0,0,0.0,59.0,37.0,0.0,0.0,Heavenly
2022-07-06,0.0,0,0.0,63.9,37.9,0.0,0.0,Heavenly
2022-07-07,0.0,0,0.0,67.6,38.5,0.0,0.0,Heavenly
2022-07-08,0.0,0,0.0,70.3,42.8,0.0,0.0,Heavenly
2022-07-09,0.0,0,0.0,68.2,39.0,0.0,0.0,Heavenly
2022-07-10,0.0,0,0.0,73.0,45.0,0.0,0.0,Heavenly
2022-07-11,0.0,0,0.0,76.1,53.6,0.0,0.0,Heavenly
2022-07-12,0.0,0,0.0,74.7,50.0,0.0,0.0,Heavenly
2022-07-13,0.0,0,0.0,74.5,46.4,0.0,0.0,Heavenly
2022-07-14,0.0,0,0.0,76.3,44.4,0.0,0.0,Heavenly
2022-07-15,0.0,0,0.0,75.7,48.2,0.0,0.0,Heavenly
2022-07-16,0.0,0,0.0,78.1,52.5,0.0,0.0,Heavenly
2022-07-17,0.0,0,0.0,75.9,53.4,0.0,0.0,Heavenly
2022-07-18,0.0,0,0.0,73.9,51.8,0.0,0.0,Heavenly
2022-07-19,0.0,0,0.0,72.7,51.1,0.0,0.0,Heavenly
2022-07-20,0.0,0,0.0,71.8,48.6,0.0,0.0,Heavenly
2022-07-21,0.0,0,0.0,73.6,46.6,0.0,0.0,Heavenly
2022-07-22,0.0,0,0.0,72.5,44.4,0.0,0.0,Heavenly
2022-07-23,0.0,0,0.0,74.1,45.7,0.0,0.0,Heavenly
2022-07-24,0.0,0,0.0,73.4,47.1,0.0,0.0,Heavenly
2022-07-25,0.0,0,0.0,76.8,49.5,0.0,0.0,Heavenly
2022-07-26,0.0,0,0.0,73.4,53.8,0.0,0.0,Heavenly
2022-07-27,0.0,0,0.0,77.9,53.1,0.0,0.0,Heavenly
2022-07-28,0.0,0,0.0,80.1,55.2,0.0,0.0,Heavenly
2022-07-29,0.0,0,0.0,79.5,55.9,0.0,0.0,Heavenly
2022-07-30,0.0,0,0.0,81.3,54.3,0.0,0.0,Heavenly
2022-07-31,0.0,0,0.0,71.6,52.7,0.0,0.0,Heavenly
2022-08-01,0.0,0,0.0,64.8,48.2,0.0,0.0,Heavenly
2022-08-02,0.0,0,0.0,69.4,46.6,0.0,0.0,Heavenly
2022-08-03,0.0,0,0.0,72.7,47.7,0.0,0.0,Heavenly
2022-08-04,0.0,0,0.1,71.6,49.6,0.0,0.1,Heavenly
2022-08-05,0.0,0,0.2,61.0,48.0,0.0,0.1,Heavenly
2022-08-06,0.0,0,0.0,68.4,40.8,0.0,0.0,Heavenly
2022-08-07,0.0,0,0.0,72.7,47.5,0.0,0.0,Heavenly
2022-08-08,0.0,0,0.0,72.9,49.8,0.0,0.0,Heavenly
2022-08-09,0.0,0,0.0,70.5,48.6,0.0,0.0,Heavenly
2022-08-10,0.0,0,0.0,69.1,46.6,0.0,0.0,Heavenly
2022-08-11,0.0,0,0.0,70.3,45.7,0.0,0.0,Heavenly
2022-08-12,0.0,0,0.0,71.1,43.9,0.0,0.0,Heavenly
2022-08-13,0.0,0,0.0,72.0,42.4,0.0,0.0,Heavenly
2022-08-14,0.0,0,0.0,72.0,44.6,0.0,0.0,Heavenly
2022-08-15,0.0,0,0.0,74.8,47.3,0.0,0.0,Heavenly
2022-08-16,0.0,0,0.0,75.2,47.5,0.0,0.0,Heavenly
2022-08-17,0.0,0,0.3,71.2,47.1,0.0,0.3,Heavenly
2022-08-18,0.0,0,0.0,69.6,44.2,0.0,0.0,Heavenly
2022-08-19,0.0,0,0.0,71.6,43.5,0.0,0.0,Heavenly
2022-08-20,0.0,0,0.0,73.0,46.4,0.0,0.0,Heavenly
2022-08-21,0.0,0,0.0,75.6,48.4,0.0,0.0,Heavenly
2022-08-22,0.0,0,0.0,74.7,47.8,0.0,0.0,Heavenly
2022-08-23,0.0,0,0.0,77.2,45.0,0.0,0.0,Heavenly
2022-08-24,0.0,0,0.0,75.9,51.4,0.0,0.0,Heavenly
2022-08-25,0.0,0,0.0,75.7,49.1,0.0,0.0,Heavenly
2022-08-26,0.0,0,0.0,73.4,46.8,0.0,0.0,Heavenly
2022-08-27,0.0,0,0.0,71.6,44.8,0.0,0.0,Heavenly
2022-08-28,0.0,0,0.0,71.1,44.2,0.0,0.0,Heavenly
2022-08-29,0.0,0,0.0,72.5,50.0,0.0,0.0,Heavenly
2022-08-30,0.0,0,0.0,77.5,52.7,0.0,0.0,Heavenly
2022-08-31,0.0,0,0.0,76.1,49.1,0.0,0.0,Heavenly
2022-09-01,0.0,0,0.0,77.2,53.8,0.0,0.0,Heavenly
2022-09-02,0.0,0,0.0,77.7,51.3,0.0,0.0,Heavenly
2022-09-03,0.0,0,0.0,77.7,50.7,0.0,0.0,Heavenly
2022-09-04,0.0,0,0.0,79.0,51.4,0.0,0.0,Heavenly
2022-09-05,0.0,0,0.0,79.9,51.1,0.0,0.0,Heavenly
2022-09-06,0.0,0,0.0,81.3,55.8,0.0,0.0,Heavenly
2022-09-07,0.0,0,0.0,78.4,54.9,0.0,0.0,Heavenly
2022-09-08,0.0,0,0.0,76.8,51.4,0.0,0.0,Heavenly
2022-09-09,0.0,0,0.0,76.3,52.2,0.0,0.0,Heavenly
2022-09-10,0.0,0,0.0,68.9,48.4,0.0,0.0,Heavenly
2022-09-11,0.0,0,0.0,68.0,46.6,0.0,0.0,Heavenly
2022-09-12,0.0,0,0.0,60.1,43.7,0.0,0.0,Heavenly
2022-09-13,0.0,0,0.0,62.1,38.5,0.0,0.0,Heavenly
2022-09-14,0.0,0,0.0,59.2,34.7,0.0,0.0,Heavenly
2022-09-15,0.0,0,0.0,58.3,34.0,0.0,0.0,Heavenly
2022-09-16,0.0,0,0.0,59.2,34.9,0.0,0.0,Heavenly
2022-09-17,0.0,0,0.0,56.7,31.3,0.0,0.0,Heavenly
2022-09-18,0.0,0,0.1,51.1,37.2,0.0,0.1,Heavenly
2022-09-19,0.0,0,0.3,50.4,34.5,0.0,0.19999999999999998,Heavenly
2022-09-20,0.0,0,0.1,45.7,33.4,0.0,0.0,Heavenly
2022-09-21,0.0,0,0.3,39.0,30.7,0.0,0.19999999999999998,Heavenly
2022-09-22,0.0,0,0.2,57.0,28.2,0.0,0.0,Heavenly
2022-09-23,0.0,0,0.0,63.0,33.4,0.0,0.0,Heavenly
2022-09-24,0.0,0,0.0,64.8,36.3,0.0,0.0,Heavenly
2022-09-25,0.0,0,0.0,68.2,40.5,0.0,0.0,Heavenly
2022-09-26,0.0,0,0.0,69.1,45.0,0.0,0.0,Heavenly
2022-09-27,0.0,0,0.0,68.5,41.0,0.0,0.0,Heavenly
2022-09-28,0.0,0,0.0,63.7,41.0,0.0,0.0,Heavenly
2022-09-29,0.0,0,0.0,64.8,40.8,0.0,0.0,Heavenly
2022-09-30,0.0,0,0.0,63.0,37.8,0.0,0.0,Heavenly
2022-10-01,0.0,0,0.0,61.3,34.7,0.0,0.0,Heavenly
2022-10-02,0.0,0,0.0,61.3,34.5,0.0,0.0,Heavenly
2022-10-03,0.0,0,0.0,64.0,41.7,0.0,0.0,Heavenly
2022-10-04,0.0,0,0.0,65.1,36.7,0.0,0.0,Heavenly
2022-10-05,0.0,0,0.0,65.1,39.6,0.0,0.0,Heavenly
2022-10-06,0.0,0,0.0,65.3,39.0,0.0,0.0,Heavenly
2022-10-07,0.0,0,0.0,66.4,40.3,0.0,0.0,Heavenly
2022-10-08,0.0,0,0.0,64.0,41.0,0.0,0.0,Heavenly
2022-10-09,0.0,0,0.0,63.9,39.0,0.0,0.0,Heavenly
2022-10-10,0.0,0,0.0,61.3,39.2,0.0,0.0,Heavenly
2022-10-11,0.0,0,0.0,63.3,36.7,0.0,0.0,Heavenly
2022-10-12,0.0,0,0.0,63.0,36.1,0.0,0.0,Heavenly
2022-10-13,0.0,0,0.0,61.7,40.8,0.0,0.0,Heavenly
2022-10-14,0.0,0,0.0,63.0,38.1,0.0,0.0,Heavenly
2022-10-15,0.0,0,0.0,61.3,38.3,0.0,0.0,Heavenly
2022-10-16,0.0,0,0.0,63.7,37.0,0.0,0.0,Heavenly
2022-10-17,0.0,0,0.0,60.8,37.0,0.0,0.0,Heavenly
2022-10-18,0.0,0,0.0,60.4,37.0,0.0,0.0,Heavenly
2022-10-19,0.0,0,0.0,61.2,38.8,0.0,0.0,Heavenly
2022-10-20,0.0,0,0.0,61.0,37.0,0.0,0.0,Heavenly
2022-10-21,0.0,0,0.0,60.1,35.8,0.0,0.0,Heavenly
2022-10-22,0.0,0,0.0,45.0,19.6,0.0,0.0,Heavenly
2022-10-23,0.0,0,0.0,30.7,17.8,0.0,0.0,Heavenly
2022-10-24,0.0,0,0.0,52.0,25.0,0.0,0.0,Heavenly
2022-10-25,0.0,0,0.0,47.1,24.4,0.0,0.0,Heavenly
2022-10-26,0.0,0,0.0,43.5,24.1,0.0,0.0,Heavenly
2022-10-27,0.0,0,0.0,49.1,20.1,0.0,0.0,Heavenly
2022-10-28,0.0,0,0.0,48.9,27.0,0.0,0.0,Heavenly
2022-10-29,0.0,0,0.0,48.9,25.7,0.0,0.0,Heavenly
2022-10-30,0.0,0,0.0,52.2,25.5,0.0,0.0,Heavenly
2022-10-31,0.0,0,0.0,52.7,30.2,0.0,0.0,Heavenly
2022-11-01,0.0,0,1.0,40.5,19.0,0.0,1.0,Heavenly
2022-11-02,0.7,6,0.2,23.9,14.9,6.0,0.0,Heavenly
2022-11-03,0.8,6,0.2,28.4,10.6,0.0,0.0,Heavenly
2022-11-04,1.0,8,0.2,43.5,23.5,2.0,0.0,Heavenly
2022-11-05,1.2,6,0.1,37.8,31.8,0.0,0.0,Heavenly
2022-11-06,1.3,4,0.1,36.0,28.4,0.0,0.0,Heavenly
2022-11-07,1.3,4,0.8,28.8,15.3,0.0,0.7000000000000001,Heavenly
2022-11-08,2.0,10,1.2,25.3,15.8,6.0,0.3999999999999999,Heavenly
2022-11-09,2.7,19,0.0,22.1,7.7,9.0,0.0,Heavenly
2022-11-10,2.7,19,0.3,34.7,6.3,0.0,0.3,Heavenly
2022-11-11,3.0,17,0.0,45.3,16.5,0.0,0.0,Heavenly
2022-11-12,3.0,16,0.0,30.6,17.1,0.0,0.0,Heavenly
2022-11-13,3.0,16,0.0,35.6,14.2,0.0,0.0,Heavenly
2022-11-14,3.0,16,0.1,40.1,16.2,0.0,0.1,Heavenly
2022-11-15,3.0,15,0.0,34.7,17.8,0.0,0.0,Heavenly
2022-11-16,3.0,14,0.0,47.1,23.2,0.0,0.0,Heavenly
2022-11-17,3.0,13,0.0,48.2,20.5,0.0,0.0,Heavenly
2022-11-18,3.0,13,0.0,35.8,14.2,0.0,0.0,Heavenly
2022-11-19,3.0,13,0.0,45.5,20.8,0.0,0.0,Heavenly
2022-11-20,3.0,12,0.0,47.1,20.8,0.0,0.0,Heavenly
2022-11-21,3.0,12,0.0,46.4,20.3,0.0,0.0,Heavenly
2022-11-22,3.0,12,0.0,45.7,22.6,0.0,0.0,Heavenly
2022-11-23,3.0,12,0.0,49.6,23.5,0.0,0.0,Heavenly
2022-11-24,3.0,11,0.0,45.9,31.6,0.0,0.0,Heavenly
2022-11-25,3.0,11,0.0,48.0,27.1,0.0,0.0,Heavenly
2022-11-26,3.0,11,0.0,42.3,20.5,0.0,0.0,Heavenly
2022-11-27,3.0,11,0.0,44.2,22.3,0.0,0.0,Heavenly
2022-11-28,3.0,11,0.0,31.5,13.1,0.0,0.0,Heavenly
2022-11-29,3.0,11,0.0,41.0,11.7,0.0,0.0,Heavenly
2022-11-30,3.0,11,0.0,37.8,17.4,0.0,0.0,Heavenly
2022-12-01,3.0,11,1.4,25.9,9.5,0.0,1.4,Heavenly
2022-12-02,4.4,25,0.1,33.3,0.7,14.0,0.0,Heavenly
2022-12-03,4.5,23,0.4,38.5,17.1,0.0,0.30000000000000004,Heavenly
2022-12-04,4.9,23,1.5,33.1,17.4,0.0,1.1,Heavenly
2022-12-05,6.4,32,0.1,25.5,14.7,9.0,0.0,Heavenly
2022-12-06,6.5,33,0.0,30.2,7.5,1.0,0.0,Heavenly
2022-12-07,6.5,31,0.0,29.3,6.4,0.0,0.0,Heavenly
2022-12-08,6.5,30,0.2,31.3,7.9,0.0,0.2,Heavenly
2022-12-09,6.6,29,0.0,31.8,18.0,0.0,0.0,Heavenly
2022-12-10,6.6,28,2.6,31.6,19.8,0.0,2.6,Heavenly
2022-12-11,9.2,46,1.9,23.7,9.9,18.0,0.0,Heavenly
2022-12-12,10.8,57,0.0,27.0,10.9,11.0,0.0,Heavenly
2022-12-13,10.8,54,0.0,32.0,7.7,0.0,0.0,Heavenly
2022-12-14,10.8,51,0.0,36.5,9.1,0.0,0.0,Heavenly
2022-12-15,10.8,48,0.0,38.5,9.9,0.0,0.0,Heavenly
2022-12-16,10.7,47,0.0,39.6,13.6,0.0,0.0,Heavenly
2022-12-17,10.7,46,0.0,40.6,14.2,0.0,0.0,Heavenly
2022-12-18,10.7,44,0.0,37.2,13.6,0.0,0.0,Heavenly
2022-12-19,10.7,43,0.0,38.5,13.8,0.0,0.0,Heavenly
2022-12-20,10.7,42,0.0,33.8,19.4,0.0,0.0,Heavenly
2022-12-21,10.7,41,0.0,41.2,21.2,0.0,0.0,Heavenly
2022-12-22,10.7,41,0.0,44.4,23.2,0.0,0.0,Heavenly
2022-12-23,10.7,40,0.0,44.1,26.6,0.0,0.0,Heavenly
2022-12-24,10.6,39,0.0,52.2,25.9,0.0,0.0,Heavenly
2022-12-25,10.6,38,0.0,53.1,29.7,0.0,0.0,Heavenly
2022-12-26,10.6,37,0.2,48.6,31.3,0.0,0.2,Heavenly
2022-12-27,10.8,37,2.0,37.0,19.8,0.0,1.8,Heavenly
2022-12-28,12.6,44,0.2,29.3,8.4,7.0,0.0,Heavenly
2022-12-29,12.8,43,0.4,31.6,17.6,0.0,0.2,Heavenly
2022-12-30,13.2,44,1.2,36.0,31.5,1.0,0.7999999999999999,Heavenly
2022-12-31,14.4,42,4.2,33.3,21.0,0.0,3.0,Heavenly
2023-01-01,19.1,86,0.4,21.7,12.6,44.0,0.0,Heavenly
2023-01-02,19.5,81,0.2,27.5,5.0,0.0,0.0,Heavenly
2023-01-03,19.6,78,0.2,34.2,12.0,0.0,0.0,Heavenly
2023-01-04,19.8,75,0.2,38.7,24.6,0.0,0.0,Heavenly
2023-01-05,20.0,72,2.0,29.1,17.4,0.0,1.8,Heavenly
2023-01-06,22.0,88,0.0,34.2,7.3,16.0,0.0,Heavenly
2023-01-07,22.0,83,0.0,33.4,16.9,0.0,0.0,Heavenly
2023-01-08,22.0,79,0.3,32.5,17.1,0.0,0.3,Heavenly
2023-01-09,22.3,79,2.0,33.4,19.6,0.0,1.7,Heavenly
2023-01-10,24.1,88,2.7,27.3,16.9,9.0,0.7000000000000002,Heavenly
2023-01-11,26.8,106,0.3,32.2,17.4,18.0,0.0,Heavenly
2023-01-12,27.1,102,0.0,44.4,27.7,0.0,0.0,Heavenly
2023-01-13,27.1,97,0.1,39.0,26.2,0.0,0.1,Heavenly
2023-01-14,27.2,96,2.1,28.4,19.9,0.0,2.0,Heavenly
2023-01-15,29.8,111,0.3,24.3,15.4,15.0,0.0,Heavenly
2023-01-16,30.3,110,1.0,23.0,15.6,0.0,0.7,Heavenly
2023-01-17,31.3,114,0.0,27.9,6.6,4.0,0.0,Heavenly
2023-01-18,31.4,110,0.4,32.2,5.7,0.0,0.4,Heavenly
2023-01-19,31.9,111,0.3,24.8,8.1,1.0,0.0,Heavenly
2023-01-20,32.4,112,0.0,28.0,7.3,1.0,0.0,Heavenly
2023-01-21,32.5,108,0.0,45.9,13.5,0.0,0.0,Heavenly
2023-01-22,32.5,106,0.0,28.4,6.4,0.0,0.0,Heavenly
2023-01-23,32.5,107,0.0,29.5,9.9,1.0,0.0,Heavenly
2023-01-24,32.6,106,0.0,40.3,22.6,0.0,0.0,Heavenly
2023-01-25,32.6,104,0.0,30.9,20.8,0.0,0.0,Heavenly
2023-01-26,32.6,102,0.0,45.0,18.7,0.0,0.0,Heavenly
2023-01-27,32.6,101,0.0,42.8,13.3,0.0,0.0,Heavenly
2023-01-28,32.6,99,0.0,38.8,10.8,0.0,0.0,Heavenly
2023-01-29,32.6,98,0.3,21.9,4.3,0.0,0.3,Heavenly
2023-01-30,33.0,103,0.0,19.4,3.9,5.0,0.0,Heavenly
2023-01-31,33.0,101,0.0,34.3,14.9,0.0,0.0,Heavenly
2023-02-01,33.0,99,0.0,43.9,21.0,0.0,0.0,Heavenly
2023-02-02,33.0,98,0.0,44.2,20.3,0.0,0.0,Heavenly
2023-02-03,33.0,97,0.0,35.8,20.1,0.0,0.0,Heavenly
2023-02-04,33.0,95,1.0,41.7,18.7,0.0,1.0,Heavenly
2023-02-05,34.0,101,0.8,25.2,9.7,6.0,0.0,Heavenly
2023-02-06,34.8,108,0.0,32.0,5.9,7.0,0.0,Heavenly
2023-02-07,34.8,105,0.0,43.2,17.4,0.0,0.0,Heavenly
2023-02-08,34.8,104,0.0,45.7,17.1,0.0,0.0,Heavenly
2023-02-09,34.8,102,0.0,50.0,20.8,0.0,0.0,Heavenly
2023-02-10,34.9,100,0.1,45.3,19.8,0.0,0.1,Heavenly
2023-02-11,35.0,99,0.2,26.2,17.6,0.0,0.1,Heavenly
